DN,nonlinear_correction
15.1666666667,0.737161705958
19.1666666667,0.751946692949
23.1666666667,0.769067336368
27.1666666667,0.787838006875
31.1666666667,0.80675138993
35.1666666667,0.824167209049
39.1666666667,0.83929056707
43.1666666667,0.852423427594
47.1666666667,0.864337459845
51.1666666667,0.875539937274
55.1666666667,0.885999184972
59.1666666667,0.895325881226
63.1666666667,0.90313213033
67.1666666667,0.909288530192
71.1666666667,0.913977102535
75.1666666667,0.917621243438
79.1666666667,0.920780152412
83.1666666667,0.923998012046
87.1666666667,0.927595685924
91.1666666667,0.931531939693
95.1666666667,0.935517422554
99.1666666667,0.939309946633
103.166666667,0.942872344291
107.166666667,0.946253848595
111.166666667,0.949389743753
115.166666667,0.952083649899
119.166666667,0.954199020589
123.166666667,0.955821186988
127.166666667,0.95721352013
131.166666667,0.958636837249
135.166666667,0.960189836327
139.166666667,0.961780509064
143.166666667,0.963236150374
147.166666667,0.96444990492
151.166666667,0.96545909658
155.166666667,0.966424374384
159.166666667,0.96752791561
163.166666667,0.968847609262
167.166666667,0.970299942215
171.166666667,0.971711304508
175.166666667,0.972958324992
179.166666667,0.974045294493
183.166666667,0.975066186262
187.166666667,0.976113676351
191.166666667,0.977211936089
195.166666667,0.978298488685
199.166666667,0.979251039276
203.166666667,0.97995014741
207.166666667,0.980344699575
211.166666667,0.980472844716
215.166666667,0.980431676663
219.166666667,0.980334668831
223.166666667,0.980288687518
227.166666667,0.980385283597
231.166666667,0.980684822988
235.166666667,0.981192762309
239.166666667,0.981851836478
243.166666667,0.9825628768
247.166666667,0.983218400997
251.166666667,0.98373008164
255.166666667,0.984048252983
259.166666667,0.984177088866
263.166666667,0.984178371485
267.166666667,0.984152568329
271.166666667,0.984201289306
275.166666667,0.984392389677
279.166666667,0.984743850083
283.166666667,0.985223231593
287.166666667,0.985758605413
291.166666667,0.986268987718
295.166666667,0.986707967127
299.166666667,0.987089977657
303.166666667,0.987477733678
307.166666667,0.987935591384
311.166666667,0.988476710747
315.166666667,0.989045474162
319.166666667,0.989552157502
323.166666667,0.989929889461
327.166666667,0.990171563876
331.166666667,0.990326230702
335.166666667,0.990460596617
339.166666667,0.990614878985
343.166666667,0.990788687514
347.166666667,0.9909616741
351.166666667,0.991114943011
355.166666667,0.991228390104
359.166666667,0.991273523641
363.166666667,0.991230713823
367.166666667,0.991121045845
371.166666667,0.991020310379
375.166666667,0.991043060069
379.166666667,0.991301950825
383.166666667,0.991843396621
387.166666667,0.992582010192
391.166666667,0.993311377445
395.166666667,0.993828305615
399.166666667,0.994054569199
403.166666667,0.994044014478
407.166666667,0.993917434291
411.166666667,0.993801237298
415.166666667,0.993787101551
419.166666667,0.993909379808
423.166666667,0.994141605526
427.166666667,0.994411813655
431.166666667,0.994634348305
435.166666667,0.994747831603
439.166666667,0.994742158374
443.166666667,0.994664520568
447.166666667,0.994599987333
451.166666667,0.99462779818
455.166666667,0.994774985694
459.166666667,0.995002259061
463.166666667,0.995236517675
467.166666667,0.995426593191
471.166666667,0.995582667912
475.166666667,0.995774388613
479.166666667,0.996084623291
483.166666667,0.99653817554
487.166666667,0.997054878953
491.166666667,0.997480840126
495.166666667,0.997689363784
499.166666667,0.997667749329
503.166666667,0.997514618808
507.166666667,0.997355572829
511.166666667,0.997251077006
515.166666667,0.997168938448
519.166666667,0.997035301218
523.166666667,0.996809915527
527.166666667,0.996521337237
531.166666667,0.996251422432
535.166666667,0.996098090096
539.166666667,0.996134412573
543.166666667,0.996368353715
547.166666667,0.996724589528
551.166666667,0.997074832147
555.166666667,0.997301321102
559.166666667,0.997346901757
563.166666667,0.997225991851
567.166666667,0.997006023415
571.166666667,0.996782897703
575.166666667,0.996659686634
579.166666667,0.99671574917
583.166666667,0.996962136018
587.166666667,0.997320110478
591.166666667,0.997663579727
595.166666667,0.997893279456
599.166666667,0.997968177657
603.166666667,0.997884292278
607.166666667,0.997652890041
611.166666667,0.997308188359
615.166666667,0.996923780222
619.166666667,0.99659991807
623.166666667,0.996416772965
627.166666667,0.996395264103
631.166666667,0.996502882635
635.166666667,0.996690413003
639.166666667,0.996916997319
643.166666667,0.99714637082
647.166666667,0.997336367854
651.166666667,0.997448091066
655.166666667,0.997469295899
659.166666667,0.997422838363
663.166666667,0.997348914008
667.166666667,0.997281833445
671.166666667,0.997241876316
675.166666667,0.997237409471
679.166666667,0.997263668365
683.166666667,0.9973016865
687.166666667,0.997332287192
691.166666667,0.997361709531
695.166666667,0.997427353806
699.166666667,0.997563972534
703.166666667,0.997760676551
707.166666667,0.997953182246
711.166666667,0.998059815288
715.166666667,0.998036294299
719.166666667,0.997907259652
723.166666667,0.997746509452
727.166666667,0.997629985706
731.166666667,0.997606715812
735.166666667,0.99769493485
739.166666667,0.997882891613
743.166666667,0.998129346159
747.166666667,0.998377163852
751.166666667,0.998577708296
755.166666667,0.998704153416
759.166666667,0.998749973965
763.166666667,0.998729212073
767.166666667,0.998680194979
771.166666667,0.9986567945
775.166666667,0.998703337984
779.166666667,0.998828397336
783.166666667,0.998998688772
787.166666667,0.9991615363
791.166666667,0.999271067624
795.166666667,0.999294509972
799.166666667,0.999216332427
803.166666667,0.999057026533
807.166666667,0.998882311998
811.166666667,0.998773341428
815.166666667,0.99877514677
819.166666667,0.998873471382
823.166666667,0.999021524059
827.166666667,0.999183329629
831.166666667,0.999348517893
835.166666667,0.999514027095
839.166666667,0.999664671306
843.166666667,0.999775375271
847.166666667,0.999824894424
851.166666667,0.999802437639
855.166666667,0.999706754468
859.166666667,0.999546300578
863.166666667,0.999340133215
867.166666667,0.999114627071
871.166666667,0.998899438873
875.166666667,0.998728958664
879.166666667,0.998642389677
883.166666667,0.998667827919
887.166666667,0.998796870677
891.166666667,0.998982618518
895.166666667,0.999173445814
899.166666667,0.999347819938
903.166666667,0.999513489611
907.166666667,0.999674671367
911.166666667,0.999804787522
915.166666667,0.999861036461
919.166666667,0.999830839765
923.166666667,0.999756101416
927.166666667,0.999703805003
931.166666667,0.999710210458
935.166666667,0.999753030916
939.166666667,0.999781319614
943.166666667,0.999766302897
947.166666667,0.999716120741
951.166666667,0.999656685899
955.166666667,0.999611187273
959.166666667,0.999591711682
963.166666667,0.999599920378
967.166666667,0.99962917274
971.166666667,0.999665844135
975.166666667,0.999695629302
979.166666667,0.999713894602
983.166666667,0.999727569745
987.166666667,0.999745018183
991.166666667,0.999766528055
995.166666667,0.999785887491
999.166666667,0.999799420856
1003.16666667,0.999811627796
1007.16666667,0.999830996704
1011.16666667,0.999859474745
1015.16666667,0.999887615169
1019.16666667,0.999903419278
1023.16666667,0.999904829917
1027.16666667,0.999900477487
1031.16666667,0.999900519825
1035.16666667,0.999909559989
1039.16666667,0.999926103737
1043.16666667,0.999945406539
1047.16666667,0.999962351041
1051.16666667,0.999973447286
1055.16666667,0.999978344139
1059.16666667,0.999980931847
1063.16666667,0.999989519366
1067.16666667,1.00001540616
1071.16666667,1.00006848996
1075.16666667,1.00014905383
1079.16666667,1.00024090235
1083.16666667,1.00031713072
1087.16666667,1.00035849868
1091.16666667,1.00036484302
1095.16666667,1.0003471914
1099.16666667,1.00031144422
1103.16666667,1.00025085369
1107.16666667,1.00015425714
1111.16666667,1.00002261997
1115.16666667,0.99987810403
1119.16666667,0.999755342417
1123.16666667,0.999680801311
1127.16666667,0.999657143496
1131.16666667,0.999663604107
1135.16666667,0.999669485883
1139.16666667,0.999650780243
1143.16666667,0.999600457591
1147.16666667,0.99952777
1151.16666667,0.999451891213
1155.16666667,0.99940040891
1159.16666667,0.999412195799
1163.16666667,0.9995290892
1167.16666667,0.999763230007
1171.16666667,1.00006557797
1175.16666667,1.00034744984
1179.16666667,1.00053757919
1183.16666667,1.00060899312
1187.16666667,1.00057292095
1191.16666667,1.00047140379
1195.16666667,1.00036775092
1199.16666667,1.00031632631
1203.16666667,1.00032855748
1207.16666667,1.00037220776
1211.16666667,1.00040039463
1215.16666667,1.00038381301
1219.16666667,1.00033087983
1223.16666667,1.00028375025
1227.16666667,1.00028677587
1231.16666667,1.000350882
1235.16666667,1.00044681487
1239.16666667,1.00053293513
1243.16666667,1.00058888942
1247.16666667,1.0006226362
1251.16666667,1.00064961487
1255.16666667,1.00066922183
1259.16666667,1.0006615335
1263.16666667,1.00060760038
1267.16666667,1.00051246513
1271.16666667,1.00040817228
1275.16666667,1.00033755348
1279.16666667,1.00033005372
1283.16666667,1.00037770449
1287.16666667,1.00043039962
1291.16666667,1.00042612792
1295.16666667,1.00032790205
1299.16666667,1.00013500844
1303.16666667,0.999879706247
1307.16666667,0.999627713309
1311.16666667,0.999476116842
1315.16666667,0.999523618225
1319.16666667,0.99980394288
1323.16666667,1.00023756803
1327.16666667,1.00067566712
1331.16666667,1.00100261219
1335.16666667,1.00119184849
1339.16666667,1.00128160265
1343.16666667,1.00131776835
1347.16666667,1.00131619604
1351.16666667,1.00126056578
1355.16666667,1.00112481276
