Wavelength,ScaleFactor,Intensity,HalogenIntensity
428.97,9.15888143182,22.676000107,2.4758482
429.51,9.1380488872,22.7875579928,2.4937006
430.06,9.16734229963,23.0295244422,2.5121266
430.6,9.20726403264,23.3143209365,2.532166
431.14,9.21010745666,23.5060859855,2.5522054
431.69,9.24809543205,23.7917973532,2.5726159
432.23,9.26290478912,24.0155191949,2.5926553
432.78,9.25881441354,24.1938912926,2.6130658
433.32,9.28326068487,24.4438019823,2.6331052
433.86,9.30071341327,24.6761375686,2.6531446
434.41,9.3160733736,24.90703548,2.6735551
434.95,9.35035382864,25.1860616459,2.6935945
435.49,9.35141439239,25.3763151081,2.7136339
436.04,9.4208217387,25.7569449181,2.7340444
436.58,9.39887319001,25.8852843909,2.7540838
437.13,9.44301793322,26.1995994305,2.7744943
437.67,9.47288883112,26.4723070749,2.7945337
438.21,9.51367078751,26.7769218808,2.8145731
438.76,9.53188724821,27.0227440257,2.8349836
439.3,9.53623701683,27.2261760165,2.855023
439.85,9.55243263491,27.4673848049,2.8754335
440.39,9.60508029956,27.8168312219,2.896054
440.94,9.59598217582,27.9942052658,2.917284
441.48,9.66126371787,28.3860294449,2.938128
442.02,9.63949697584,28.5230016456,2.958972
442.57,9.67933930698,28.8463863613,2.980202
443.11,9.72533249083,29.1861701703,3.001046
443.66,9.74639861841,29.4563066309,3.022276
444.2,9.74629387154,29.6591418064,3.04312
444.75,9.7995991664,30.0294017055,3.06435
445.29,9.79564667701,30.221470354,3.085194
445.83,9.85861404217,30.6212298423,3.106038
446.38,9.87290755935,30.8752278773,3.127268
446.92,9.91909798441,31.2264313939,3.148112
447.47,9.94554562323,31.5208354566,3.169342
448.01,9.94892278942,31.7389141979,3.190186
448.56,9.99031068534,32.0830435799,3.211416
449.1,10.0122976696,32.3623492657,3.23226
449.65,10.032952697,32.6421112701,3.25349
450.19,10.0716326568,32.9873042058,3.2752688
450.73,10.0950432838,33.3012218952,3.2987696
451.28,10.1159324223,33.6122653088,3.3227056
451.82,10.1555425819,33.9825415832,3.3462064
452.37,10.1048352228,34.0547336295,3.3701424
452.91,10.2706711782,34.8549934035,3.3936432
453.46,10.2332857411,34.9730644965,3.4175792
454.0,10.253783254,35.2840884798,3.44108
454.55,10.2672728361,35.5762646535,3.465016
455.09,10.3228796518,36.0115390895,3.4885168
455.64,10.3500288899,36.3539879544,3.5124528
456.18,10.3432309032,36.5731845478,3.5359536
456.73,10.4214896335,37.0993525628,3.5598896
457.27,10.4514983461,37.4517988391,3.5833904
457.82,10.4499056824,37.6962206456,3.6073264
458.36,10.4424255678,37.9146427854,3.6308272
